"filename", "language", "TypeScript", "JSON with Comments", "JSON", "TypeScript React", "HTML", "CSS", "Markdown", "JavaScript", "comment", "blank", "total"
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/index.tsx", "TypeScript React", 0, 0, 0, 50, 0, 0, 0, 0, 9, 6, 65
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/reportWebVitals.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/serviceWorker.ts", "TypeScript", 102, 0, 0, 0, 0, 0, 0, 0, 31, 14, 147
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/setupTests.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/test-utils.tsx", "TypeScript React", 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 13
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/utils/theme.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/utils/types.d.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/tsconfig.json", "JSON with Comments", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"Total", "-", 1833, 64, 379, 3973, 36, 15, 80, 1, 293, 495, 7169
